001002a8 TerminatedCString /lib64/ld-linux-x86-64.so.2
0013bb10 string  Usage:  futility %s <--pack|--unpack> <file> [OPTIONS]  For '--pack <file>', required OPTIONS are:   --datapubkey <file>         Data public key in .vbpubk format  Optional OPTIONS are:   --signprivate <file>        Signing private key in .vbprivk format. OR   --signprivate_pem <file>   --pem_algorithm <algo>         Signing private key in .pem format and algorithm id. (If one of the above arguments is not specified, the keyblock will not be signed.)    --flags <number>            Specifies allowed use conditions.   --externalsigner "cmd"        Use an external program cmd to calculate the signatures.  For '--unpack <file>', optional OPTIONS are:   --signpubkey <file>        Signing public key in .vbpubk format. This is required to                                 verify a signed keyblock.   --datapubkey <file>        Write the data public key to this file.  
0013bf10 string /tmp/fwupdater.XXXXXX
0013bf40 string b11d74edd286c144e1135b49e7f0bc20cf041f10
0013bf69 string unknown
0013dbe1 string zR
0013dc11 string zR
.shstrtab::00000001 string-utf8 .shstrtab
.shstrtab::0000000b string-utf8 .interp
.shstrtab::00000013 string-utf8 .note.gnu.property
.shstrtab::00000026 string-utf8 .note.gnu.build-id
.shstrtab::00000039 string-utf8 .note.ABI-tag
.shstrtab::00000047 string-utf8 .gnu.hash
.shstrtab::00000051 string-utf8 .dynsym
.shstrtab::00000059 string-utf8 .dynstr
.shstrtab::00000061 string-utf8 .gnu.version
.shstrtab::0000006e string-utf8 .gnu.version_r
.shstrtab::0000007d string-utf8 .rela.dyn
.shstrtab::00000087 string-utf8 .rela.plt
.shstrtab::00000091 string-utf8 .init
.shstrtab::00000097 string-utf8 .plt.got
.shstrtab::000000a0 string-utf8 .text
.shstrtab::000000a6 string-utf8 .fini
.shstrtab::000000ac string-utf8 .rodata
.shstrtab::000000b4 string-utf8 .eh_frame_hdr
.shstrtab::000000c2 string-utf8 .eh_frame
.shstrtab::000000cc string-utf8 .init_array
.shstrtab::000000d8 string-utf8 .fini_array
.shstrtab::000000e4 string-utf8 .data.rel.ro
.shstrtab::000000f1 string-utf8 .dynamic
.shstrtab::000000fa string-utf8 .data
.shstrtab::00000100 string-utf8 .bss
.shstrtab::00000105 string-utf8 .gnu_debuglink
